"_time","src_ip","dest_ip",user,action,sourcetype,host
"2018-08-20T14:17:25.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T14:15:51.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T14:15:13.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T14:14:05.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T14:12:44.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T14:12:40.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T14:04:23.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T14:04:23.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T14:02:42.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:54:10.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:54:00.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:53:48.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:53:29.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T14:04:46.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T14:31:02.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T14:30:36.000+0300",,"FYODOR-L","FYODOR-L$
SYSTEM",success,WinEventLog,"FYODOR-L"
"2018-08-20T14:30:05.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T14:28:39.000+0300",,"ABUNGST-L","ABUNGST-L$
SYSTEM",success,WinEventLog,"ABUNGST-L"
"2018-08-20T14:28:39.000+0300",,"ABUNGST-L","ABUNGST-L$
SYSTEM",success,WinEventLog,"ABUNGST-L"
"2018-08-20T14:27:40.000+0300",,"ABUNGST-L","ABUNGST-L$
SYSTEM",success,WinEventLog,"ABUNGST-L"
"2018-08-20T14:25:28.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T14:25:08.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T14:25:08.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T14:25:08.000+0300",,"FYODOR-L","FYODOR-L$
SYSTEM",success,WinEventLog,"FYODOR-L"
"2018-08-20T14:24:54.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T14:24:51.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T14:24:06.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T14:23:51.000+0300",,"ABUNGST-L","ABUNGST-L$
SYSTEM",success,WinEventLog,"ABUNGST-L"
"2018-08-20T14:21:57.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T14:21:49.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T14:21:10.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T14:20:23.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T14:19:33.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T14:45:40.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T14:45:37.000+0300",,"FYODOR-L","FYODOR-L$
SYSTEM",success,WinEventLog,"FYODOR-L"
"2018-08-20T14:42:41.000+0300",,"ABUNGST-L","ABUNGST-L$
SYSTEM",success,WinEventLog,"ABUNGST-L"
"2018-08-20T14:42:28.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T14:41:10.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T14:37:58.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T14:37:34.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T14:37:12.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T14:37:05.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T14:36:47.000+0300",,"FYODOR-L","FYODOR-L$
SYSTEM",success,WinEventLog,"FYODOR-L"
"2018-08-20T14:34:50.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T14:34:40.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T14:34:40.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T14:34:25.000+0300",,"FYODOR-L","FYODOR-L$
SYSTEM",success,WinEventLog,"FYODOR-L"
"2018-08-20T14:33:37.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T14:33:14.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T14:33:07.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T14:32:06.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T14:32:02.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T14:58:56.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T14:57:01.000+0300","MKRAEUS-L","MKRAEUS-L","MalloryKraeusen
Guest",failure,WinEventLog,"MKRAEUS-L"
"2018-08-20T14:55:57.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T14:53:45.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T14:51:37.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T14:50:10.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T14:50:09.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T14:49:58.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T14:49:58.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T14:49:18.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T14:47:08.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T14:45:51.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T14:45:50.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T12:53:38.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T12:53:38.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T12:53:30.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:52:16.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T12:51:08.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T12:51:06.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T12:51:04.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T12:50:16.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:49:52.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:49:52.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:49:42.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T12:48:25.000+0300",,"ABUNGST-L","ABUNGST-L$
SYSTEM",success,WinEventLog,"ABUNGST-L"
"2018-08-20T12:48:21.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T12:48:09.000+0300",,"FYODOR-L","FYODOR-L$
SYSTEM",success,WinEventLog,"FYODOR-L"
"2018-08-20T12:48:09.000+0300",,"FYODOR-L","FYODOR-L$
SYSTEM",success,WinEventLog,"FYODOR-L"
"2018-08-20T12:46:32.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T12:46:31.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T12:46:13.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T12:45:58.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T12:45:59.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:45:41.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T13:12:55.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:12:23.000+0300",,"ABUNGST-L","ABUNGST-L$
SYSTEM",success,WinEventLog,"ABUNGST-L"
"2018-08-20T13:09:10.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T13:08:56.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T13:08:54.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T13:08:41.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:08:38.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T13:08:35.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T13:05:16.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T13:05:16.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T13:04:43.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:04:48.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T13:03:47.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T13:02:52.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T13:02:40.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T13:01:30.000+0300",,"ABUNGST-L","ABUNGST-L$
SYSTEM",success,WinEventLog,"ABUNGST-L"
"2018-08-20T13:00:35.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:58:55.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T12:56:16.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T12:55:57.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T12:55:33.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:55:34.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:54:37.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T13:28:15.000+0300",,"FYODOR-L","FYODOR-L$
SYSTEM",success,WinEventLog,"FYODOR-L"
"2018-08-20T13:27:58.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T13:25:12.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T13:24:54.000+0300",,"FYODOR-L","FYODOR-L$
SYSTEM",success,WinEventLog,"FYODOR-L"
"2018-08-20T13:23:37.000+0300",,"FYODOR-L","FYODOR-L$
SYSTEM",success,WinEventLog,"FYODOR-L"
"2018-08-20T13:22:44.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:21:28.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T13:21:22.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T13:21:11.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T13:20:39.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T13:20:39.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T13:20:18.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:20:17.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:19:43.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:18:55.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T13:18:08.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T13:17:21.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:17:10.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T13:16:09.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T13:14:13.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T13:14:04.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T13:13:44.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:13:09.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:46:44.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T13:46:19.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T13:43:12.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T13:39:10.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T13:37:32.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:36:52.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T13:36:36.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T13:36:36.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T13:36:11.000+0300",,"MKRAEUS-L","MKRAEUS-L$
SYSTEM",success,WinEventLog,"MKRAEUS-L"
"2018-08-20T13:35:58.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T13:35:58.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T13:35:44.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T13:33:58.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:33:30.000+0300",,"BTUN-L","BTUN-L$
SYSTEM",success,WinEventLog,"BTUN-L"
"2018-08-20T13:33:30.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T13:33:15.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:29:54.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:29:54.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T13:29:13.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T13:28:40.000+0300",,"FYODOR-L","FYODOR-L$
SYSTEM",success,WinEventLog,"FYODOR-L"
"2018-08-20T13:28:39.000+0300",,"FYODOR-L","FYODOR-L$
SYSTEM",success,WinEventLog,"FYODOR-L"
"2018-08-20T13:28:18.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T12:11:48.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:48.000+0300",,"PCERF-L","PCERF-L$
LOCAL SERVICE",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:48.000+0300",,"PCERF-L","PCERF-L$
DWM-1",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:48.000+0300",,"PCERF-L","PCERF-L$
DWM-1",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:48.000+0300",,"PCERF-L","PCERF-L$
NETWORK SERVICE",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:47.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:47.000+0300",,"PCERF-L","PCERF-L$
UMFD-0",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:47.000+0300",,"PCERF-L","PCERF-L$
UMFD-1",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:21.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:20.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:09:48.000+0300",,"ABUNGST-L","ABUNGST-L$
SYSTEM",success,WinEventLog,"ABUNGST-L"
"2018-08-20T12:11:09.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:06:20.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:06:16.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:06:16.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:06:16.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:06:16.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:06:15.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:09:03.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T12:14:51.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:14:04.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:14:03.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:13:25.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:13:09.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:13:01.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:12:54.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:12:47.000+0300",,"FYODOR-L","FYODOR-L$
SYSTEM",success,WinEventLog,"FYODOR-L"
"2018-08-20T12:12:29.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:12:27.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:56.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:54.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:54.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:53.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:52.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:50.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:49.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:49.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:11:49.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:24:05.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:24:05.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:22:56.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:22:21.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:16:35.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:16:23.000+0300",,"ABUNGST-L","ABUNGST-L$
SYSTEM",success,WinEventLog,"ABUNGST-L"
"2018-08-20T12:11:49.000+0300",,"ABUNGST-L","ABUNGST-L$
SYSTEM",success,WinEventLog,"ABUNGST-L"
"2018-08-20T12:16:23.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:15:02.000+0300",,"FYODOR-L","FYODOR-L$
SYSTEM",success,WinEventLog,"FYODOR-L"
"2018-08-20T12:14:58.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:14:58.000+0300",,"PCERF-L","PCERF-L$
SYSTEM",success,WinEventLog,"PCERF-L"
"2018-08-20T12:43:03.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:41:00.000+0300",,"BGIST-L","BGIST-L$
SYSTEM",success,WinEventLog,"BGIST-L"
"2018-08-20T12:39:13.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:39:13.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:38:29.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:34:38.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:34:34.000+0300",,"JWORTOS-L","JWORTOS-L$
SYSTEM",success,WinEventLog,"JWORTOS-L"
"2018-08-20T12:34:24.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:34:23.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:27:30.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
"2018-08-20T12:24:48.000+0300",,SEPM,"SEPM$
SYSTEM",success,WinEventLog,SEPM
"2018-08-20T12:24:09.000+0300",,"BSTOLL-L","BSTOLL-L$
SYSTEM",success,WinEventLog,"BSTOLL-L"
